0	185297
1	1987
2	1138
3	851
4	729
5	672
6	542
7	509
8	459
9	430
10	426
11	335
12	357
13	369
14	314
15	279
16	287
17	292
18	261
19	249
20	229
21	217
22	215
23	243
24	203
25	213
26	185
27	185
28	177
29	182
30	174
31	161
32	176
33	168
34	174
35	190
36	182
37	148
38	167
39	158
40	148
41	165
42	131
43	137
44	145
45	130
46	131
47	127
48	135
49	103
50	123
51	110
52	103
53	110
54	119
55	132
56	125
57	96
58	111
59	110
60	94
61	114
62	97
63	104
64	112
65	102
66	105
67	104
68	96
69	109
70	109
71	106
72	61
