0	900000
1	888482
2	877112
3	865887
4	854806
5	843867
6	833068
7	822406
8	811882
9	801492
10	791235
11	781109
12	771113
13	761245
14	751503
15	741885
16	732391
17	723018
18	713766
19	704631
20	695614
21	686712
22	677924
23	669248
24	660683
25	652228
26	643882
27	635642
28	627507
29	619476
30	611549
31	603723
32	595996
33	588369
34	580840
35	573406
36	566068
37	558824
38	551673
39	544613
40	537643
41	530763
42	523970
43	517265
44	510645
45	504110
46	497659
47	491290
48	485003
49	478796
50	472669
51	466620
52	460648
53	454753
54	448933
55	443188
56	437517
57	431918
58	426390
59	420933
60	415547
61	410229
62	404979
63	399796
64	394680
65	389629
66	384643
67	379720
68	374861
69	370064
70	365328
71	360652
72	356037
73	351481
74	346983
75	342542
76	338159
77	333831
78	329559
79	325341
80	321178
81	317068
82	313010
83	309004
84	305050
85	301146
86	297292
87	293487
88	289732
89	286024
90	282363
91	278750
92	275183
93	271661
94	268184
95	264752
96	261364
97	258019
98	254717
99	251458
100	248240
101	245063
102	241927
103	238831
104	235774
105	232757
106	229778
107	226838
108	223935
109	221069
110	218240
111	215447
112	212690
113	209968
114	207281
115	204628
116	202010
117	199424
118	196872
119	194353
120	191866
121	189410
122	186986
123	184593
124	182231
125	179899
126	177597
127	175324
128	173080
129	170865
130	168679
131	166520
132	164389
133	162285
134	160208
135	158158
136	156134
137	154136
138	152163
139	150216
140	148294
141	146396
142	144522
143	142673
144	140847
145	139045
146	137265
147	135509
148	133774
149	132062
150	130372
151	128704
152	127057
153	125431
154	123826
155	122241
156	120677
157	119132
158	117608
159	116103
160	114617
161	113150
162	111702
163	110273
164	108861
165	107468
166	106093
167	104735
168	103395
169	102072
170	100765
171	99475.8
172	98202.8
173	96946.1
174	95705.4
175	94480.6
176	93271.5
177	92077.9
178	90899.5
179	89736.2
180	88587.9
181	87454.2
182	86335
183	85230.1
184	84139.4
185	83062.6
186	81999.6
187	80950.2
188	79914.3
189	78891.6
190	77882
191	76885.3
192	75901.4
193	74930
194	73971.1
195	73024.5
196	72090
197	71167.4
198	70256.6
199	69357.5
200	68469.9
201	67593.7
202	66728.7
203	65874.7
204	65031.7
205	64199.5
206	63377.9
207	62566.8
208	61766.1
209	60975.7
210	60195.3
211	59425
212	58664.5
213	57913.7
214	57172.6
215	56440.9
216	55718.6
217	55005.6
218	54301.7
219	53606.7
220	52920.7
221	52243.5
222	51574.9
223	50914.9
224	50263.3
225	49620
226	48985
227	48358.1
228	47739.3
229	47128.4
230	46525.2
231	45929.8
232	45342
233	44761.8
234	44189
235	43623.4
236	43065.2
237	42514.1
238	41970
239	41432.9
240	40902.6
241	40379.2
242	39862.4
243	39352.3
244	38848.7
245	38351.5
246	37860.7
247	37376.2
248	36897.9
249	36425.7
250	35959.6
251	35499.4
252	35045.1
253	34596.6
254	34153.8
255	33716.8
256	33285.3
257	32859.3
258	32438.8
259	32023.7
260	31613.8
261	31209.3
262	30809.9
263	30415.6
264	30026.3
265	29642.1
266	29262.7
267	28888.2
268	28518.6
269	28153.6
270	27793.3
271	27437.6
272	27086.5
273	26739.8
274	26397.6
275	26059.8
276	25726.3
277	25397.1
278	25072.1
279	24751.2
280	24434.5
281	24121.8
282	23813.1
283	23508.3
284	23207.5
285	22910.5
286	22617.3
287	22327.8
288	22042.1
289	21760
290	21481.6
291	21206.6
292	20935.3
293	20667.3
294	20402.9
295	20141.7
296	19884
297	19629.5
298	19378.3
299	19130.3
300	18885.5
301	18643.8
302	18405.2
303	18169.7
304	17937.2
305	17707.6
306	17481
307	17257.3
308	17036.4
309	16818.4
310	16603.2
311	16390.7
312	16181
313	15973.9
314	15769.5
315	15567.6
316	15368.4
317	15171.7
318	14977.6
319	14785.9
320	14596.7
321	14409.9
322	14225.5
323	14043.4
324	13863.7
325	13686.3
326	13511.1
327	13338.2
328	13167.5
329	12999
330	12832.7
331	12668.5
332	12506.3
333	12346.3
334	12188.3
335	12032.3
336	11878.3
337	11726.3
338	11576.2
339	11428.1
340	11281.8
341	11137.5
342	10994.9
343	10854.2
344	10715.3
345	10578.2
346	10442.8
347	10309.2
348	10177.2
349	10047
350	9918.43
351	9791.5
352	9666.2
353	9542.49
354	9420.37
355	9299.82
356	9180.8
357	9063.31
358	8947.33
359	8832.82
360	8719.79
361	8608.2
362	8498.03
363	8389.28
364	8281.92
365	8175.93
366	8071.3
367	7968.01
10000	8000
