#Time	LowerQ	Median	UpperQ	Lines
63300	184000	543000	2.19e+07	1000
63400	184000	543000	2.19e+07	1000
63800	184000	543000	2.19e+07	1000
65100	184000	543000	2.19e+07	1000
66100	184000	541000	2.19e+07	1000
66500	185000	543000	2.19e+07	1000
67800	184000	541000	2.19e+07	1000
68900	184000	541000	2.19e+07	1000
69300	184000	541000	2.19e+07	1000
69500	179000	540000	2.19e+07	1000
71100	179000	540000	2.19e+07	1000
71600	178000	538000	2.19e+07	1000
71900	177000	538000	2.19e+07	1000
72000	177000	538000	2.19e+07	1000
76600	177000	530000	2.19e+07	1000
76800	177000	530000	2.19e+07	1000
78600	177000	530000	2.19e+07	1000
78700	177000	530000	2.19e+07	1000
80300	177000	530000	2.19e+07	1000
81400	177000	530000	2.19e+07	1000
82900	177000	530000	2.19e+07	1000
84100	177000	530000	2.19e+07	1000
84200	177000	530000	2.19e+07	1000
84600	177000	530000	2.19e+07	1000
85400	177000	530000	2.19e+07	1000
85500	177000	530000	2.19e+07	1000
86200	177000	530000	2.19e+07	1000
88600	174000	530000	2.19e+07	1000
88800	177000	530000	2.19e+07	1000
89400	174000	530000	2.19e+07	1000
89500	174000	530000	2.19e+07	1000
95400	174000	530000	2.19e+07	1000
96400	174000	530000	2.19e+07	1000
96500	174000	530000	2.19e+07	1000
97700	174000	528000	2.19e+07	1000
98800	169000	527000	2.19e+07	1000
98900	169000	525000	2.19e+07	1000
100000	169000	525000	2.19e+07	1000
101000	174000	525000	2.19e+07	1000
103000	174000	525000	1.28e+07	1000
104000	174000	525000	1.01e+07	1000
105000	174000	517000	8.04e+06	1000
106000	174000	517000	5.92e+06	1000
108000	174000	517000	4.83e+06	1000
110000	169000	517000	4.83e+06	1000
112000	169000	517000	4.83e+06	1000
113000	169000	517000	4.52e+06	1000
114000	177000	517000	4.52e+06	1000
120000	169000	517000	4.47e+06	1000
125000	167000	517000	4.42e+06	1000
130000	167000	517000	4.2e+06	1000
131000	167000	517000	4.04e+06	1000
132000	166000	517000	3.53e+06	1000
133000	164000	517000	3.53e+06	1000
134000	164000	517000	3.53e+06	1000
135000	166000	517000	3.41e+06	1000
136000	167000	517000	3.41e+06	1000
137000	167000	517000	3.36e+06	1000
138000	169000	517000	3.36e+06	1000
139000	169000	517000	3.18e+06	1000
140000	169000	517000	3.05e+06	1000
143000	167000	517000	2.92e+06	1000
145000	169000	517000	2.92e+06	1000
146000	169000	517000	2.92e+06	1000
149000	169000	517000	2.92e+06	1000
151000	167000	517000	2.86e+06	1000
152000	167000	517000	2.84e+06	1000
154000	164000	515000	2.84e+06	1000
155000	163000	514000	2.81e+06	1000
159000	163000	517000	2.81e+06	1000
160000	154000	517000	2.81e+06	1000
161000	154000	517000	2.81e+06	1000
163000	154000	517000	2.78e+06	1000
165000	152000	515000	2.76e+06	1000
169000	152000	514000	2.69e+06	1000
172000	151000	510000	2.58e+06	1000
175000	151000	508000	2.58e+06	1000
177000	151000	508000	2.58e+06	1000
180000	150000	507000	2.56e+06	1000
183000	150000	506000	2.56e+06	1000
188000	150000	506000	2.56e+06	1000
190000	146000	505000	2.49e+06	1000
191000	146000	506000	2.49e+06	1000
195000	146000	505000	2.49e+06	1000
201000	143000	505000	2.45e+06	1000
203000	146000	505000	2.45e+06	1000
205000	146000	505000	2.45e+06	1000
208000	146000	505000	2.45e+06	1000
209000	143000	505000	2.45e+06	1000
214000	143000	505000	2.45e+06	1000
216000	143000	505000	2.45e+06	1000
217000	143000	505000	2.36e+06	1000
219000	142000	505000	2.36e+06	1000
221000	142000	505000	2.36e+06	1000
222000	137000	505000	2.36e+06	1000
224000	137000	505000	2.36e+06	1000
227000	135000	505000	2.36e+06	1000
229000	137000	505000	2.36e+06	1000
230000	137000	505000	2.35e+06	1000
231000	137000	505000	2.35e+06	1000
232000	135000	505000	2.34e+06	1000
241000	135000	505000	2.34e+06	1000
242000	135000	505000	2.34e+06	1000
243000	135000	501000	2.34e+06	1000
246000	134000	500000	2.34e+06	1000
248000	134000	501000	2.34e+06	1000
250000	134000	505000	2.34e+06	1000
251000	134000	505000	2.35e+06	1000
256000	134000	505000	2.35e+06	1000
261000	134000	505000	2.35e+06	1000
264000	134000	505000	2.35e+06	1000
267000	134000	505000	2.35e+06	1000
271000	130000	505000	2.35e+06	1000
272000	130000	505000	2.35e+06	1000
276000	130000	505000	2.35e+06	1000
281000	130000	505000	2.35e+06	1000
284000	130000	505000	2.35e+06	1000
286000	129000	505000	2.35e+06	1000
288000	129000	505000	2.35e+06	1000
292000	128000	505000	2.35e+06	1000
293000	128000	505000	2.35e+06	1000
294000	128000	505000	2.35e+06	1000
298000	125000	505000	2.35e+06	999
304000	121000	505000	2.35e+06	999
307000	121000	505000	2.35e+06	999
308000	125000	505000	2.35e+06	999
311000	128000	505000	2.35e+06	999
317000	128000	505000	2.35e+06	999
319000	129000	505000	2.35e+06	999
323000	128000	505000	2.35e+06	999
327000	128000	505000	2.35e+06	999
331000	125000	505000	2.35e+06	999
333000	125000	505000	2.35e+06	999
334000	125000	505000	2.35e+06	999
336000	125000	501000	2.35e+06	999
343000	125000	501000	2.35e+06	999
346000	121000	500000	2.34e+06	999
347000	125000	501000	2.34e+06	999
353000	121000	501000	2.34e+06	999
356000	121000	501000	2.34e+06	999
361000	121000	500000	2.34e+06	999
366000	121000	500000	2.34e+06	998
369000	121000	495000	2.34e+06	997
371000	121000	495000	2.34e+06	997
372000	128000	500000	2.34e+06	996
374000	128000	501000	2.31e+06	996
375000	130000	505000	2.31e+06	995
380000	131000	505000	2.31e+06	995
383000	131000	505000	2.31e+06	994
388000	130000	505000	2.31e+06	994
389000	130000	505000	2.31e+06	994
390000	130000	505000	2.31e+06	994
392000	130000	505000	2.31e+06	994
397000	130000	505000	2.31e+06	994
398000	130000	505000	2.31e+06	994
406000	130000	501000	2.22e+06	994
407000	130000	505000	2.22e+06	993
408000	131000	505000	2.22e+06	992
410000	130000	501000	2.22e+06	992
415000	131000	505000	2.22e+06	992
418000	131000	505000	2.22e+06	992
428000	131000	505000	2.22e+06	992
431000	131000	505000	2.22e+06	992
434000	131000	502000	2.22e+06	992
436000	131000	502000	2.22e+06	991
440000	131000	505000	2.22e+06	991
441000	130000	502000	2.22e+06	991
442000	130000	502000	2.22e+06	990
443000	130000	500000	2.22e+06	989
448000	130000	502000	2.22e+06	989
452000	129000	500000	2.07e+06	989
454000	129000	502000	2.07e+06	989
456000	130000	505000	2.07e+06	988
459000	131000	505000	2.07e+06	987
460000	129000	500000	2.07e+06	987
462000	129000	500000	2.07e+06	987
467000	129000	500000	2.07e+06	987
472000	129000	495000	2.07e+06	987
473000	129000	500000	2.07e+06	986
481000	129000	495000	2.07e+06	986
482000	128000	495000	2.07e+06	986
489000	128000	492000	2.07e+06	986
490000	128000	492000	2.01e+06	986
492000	128000	492000	2.01e+06	985
494000	128000	492000	2.01e+06	985
496000	128000	492000	2.01e+06	985
498000	128000	492000	2.01e+06	985
501000	128000	492000	2.01e+06	984
508000	128000	492000	2.01e+06	983
510000	128000	492000	2.01e+06	983
511000	128000	492000	2.01e+06	982
513000	121000	492000	2.01e+06	982
515000	128000	492000	2.01e+06	981
517000	128000	492000	2.01e+06	980
521000	130000	492000	2.01e+06	978
523000	130000	492000	2.01e+06	977
531000	131000	492000	2.01e+06	976
532000	134000	492000	2.01e+06	975
534000	134000	492000	2.01e+06	975
536000	131000	492000	2.01e+06	975
541000	131000	492000	2.01e+06	974
542000	134000	492000	2.01e+06	973
546000	134000	492000	2.01e+06	972
547000	134000	492000	2.01e+06	972
548000	134000	492000	2.01e+06	971
555000	134000	492000	2.01e+06	971
556000	134000	492000	2.01e+06	970
558000	134000	492000	2.01e+06	969
561000	134000	492000	2.01e+06	968
562000	131000	492000	2.01e+06	968
563000	134000	492000	2.01e+06	967
564000	134000	492000	2.01e+06	966
567000	131000	492000	2.01e+06	966
568000	134000	492000	2.01e+06	965
571000	134000	492000	2.01e+06	965
574000	141000	495000	2.01e+06	964
575000	143000	492000	2.01e+06	963
577000	144000	492000	2.01e+06	962
578000	144000	495000	2.01e+06	961
582000	144000	495000	2.07e+06	960
583000	144000	495000	2.07e+06	960
584000	144000	495000	2.07e+06	960
586000	144000	495000	2.07e+06	959
587000	144000	495000	2.07e+06	958
592000	144000	495000	2.07e+06	957
593000	144000	495000	2.01e+06	956
594000	144000	495000	2.01e+06	955
598000	144000	500000	2.01e+06	954
599000	146000	500000	2.01e+06	953
600000	146000	500000	2.01e+06	953
601000	144000	500000	2.01e+06	953
605000	144000	495000	2.01e+06	952
613000	146000	495000	2.01e+06	951
615000	146000	495000	2.01e+06	949
618000	146000	492000	2.01e+06	949
619000	146000	492000	2.01e+06	947
620000	147000	495000	2.01e+06	946
621000	149000	495000	2.01e+06	945
623000	147000	492000	2.01e+06	945
624000	147000	492000	2.01e+06	945
632000	147000	492000	2.01e+06	945
634000	147000	492000	2.01e+06	944
638000	149000	492000	2.01e+06	942
642000	147000	492000	2.01e+06	942
643000	149000	492000	2.01e+06	941
644000	149000	495000	2.01e+06	939
649000	151000	502000	2.01e+06	938
652000	151000	495000	2.01e+06	937
654000	149000	492000	2.01e+06	937
656000	151000	495000	2.01e+06	936
664000	149000	492000	2.01e+06	936
665000	149000	492000	2.01e+06	936
668000	149000	492000	2.01e+06	935
675000	151000	495000	2.01e+06	934
677000	151000	495000	2.01e+06	933
680000	149000	492000	2.01e+06	933
683000	149000	492000	2.01e+06	932
688000	149000	495000	2.01e+06	929
693000	149000	492000	2.01e+06	929
697000	149000	492000	2.01e+06	928
700000	149000	492000	2.01e+06	927
705000	149000	492000	2.01e+06	926
708000	151000	492000	2.01e+06	925
709000	151000	492000	2.01e+06	924
711000	154000	492000	2.01e+06	923
712000	156000	502000	2.01e+06	922
713000	166000	502000	2.01e+06	921
717000	166000	495000	2e+06	921
723000	167000	502000	2.01e+06	920
724000	166000	495000	2.01e+06	919
726000	166000	502000	2.01e+06	918
732000	167000	502000	2.01e+06	917
735000	167000	505000	2.01e+06	913
736000	169000	505000	2.01e+06	911
737000	169000	505000	2.01e+06	911
740000	172000	505000	2.01e+06	910
741000	179000	505000	2.01e+06	909
742000	179000	505000	2.01e+06	909
743000	179000	505000	2.01e+06	909
744000	179000	505000	2.01e+06	908
746000	179000	505000	2.01e+06	907
749000	179000	505000	2.01e+06	907
752000	172000	505000	2.01e+06	907
760000	179000	505000	2.01e+06	906
767000	179000	505000	2.01e+06	905
769000	179000	505000	2.01e+06	904
775000	187000	505000	2.01e+06	903
776000	179000	505000	2.01e+06	902
780000	187000	505000	2.01e+06	901
781000	187000	505000	2.01e+06	900
782000	189000	505000	2.01e+06	898
789000	193000	505000	2.01e+06	897
797000	193000	505000	2.01e+06	896
799000	189000	505000	2.01e+06	896
805000	193000	505000	2.01e+06	895
807000	193000	505000	2.01e+06	895
813000	193000	505000	2.01e+06	895
816000	193000	505000	2.01e+06	894
817000	193000	505000	2.01e+06	893
830000	193000	505000	2.01e+06	893
831000	193000	505000	2.01e+06	887
840000	193000	505000	2.01e+06	886
842000	198000	505000	2.01e+06	884
843000	200000	505000	2.01e+06	883
848000	200000	505000	2.01e+06	882
852000	200000	505000	2.01e+06	881
853000	200000	505000	2.01e+06	880
857000	193000	505000	2.01e+06	879
862000	198000	505000	2.01e+06	878
864000	200000	505000	2.01e+06	877
870000	203000	505000	2.01e+06	876
877000	203000	505000	2.01e+06	875
878000	203000	505000	2.01e+06	874
881000	203000	515000	2.01e+06	863
890000	203000	517000	2.01e+06	862
893000	211000	517000	2.01e+06	861
894000	211000	517000	2.01e+06	860
904000	211000	517000	2.01e+06	859
913000	211000	517000	2.01e+06	858
916000	211000	517000	2.01e+06	857
918000	215000	517000	2.01e+06	856
921000	215000	517000	2.01e+06	855
927000	215000	517000	2.01e+06	854
930000	215000	517000	2.01e+06	850
931000	223000	517000	2.01e+06	849
934000	223000	517000	2.01e+06	848
941000	223000	517000	2.01e+06	848
942000	226000	517000	2.01e+06	847
947000	226000	517000	2e+06	846
949000	230000	517000	2e+06	845
951000	236000	517000	2e+06	844
952000	240000	517000	2e+06	843
961000	240000	517000	2e+06	842
964000	240000	517000	2e+06	841
966000	241000	517000	2.01e+06	840
967000	240000	517000	2.01e+06	839
976000	240000	517000	2.01e+06	839
979000	240000	517000	2.01e+06	830
980000	240000	517000	2e+06	829
984000	240000	517000	2e+06	828
985000	241000	517000	2e+06	827
986000	240000	517000	2e+06	827
993000	241000	517000	2e+06	825
995000	243000	517000	2e+06	824
1e+06	243000	517000	2e+06	823
1.01e+06	243000	517000	2e+06	821
1.02e+06	243000	517000	2.01e+06	820
1.03e+06	243000	530000	2.01e+06	808
1.04e+06	243000	530000	2.01e+06	806
1.05e+06	247000	530000	2.01e+06	805
1.06e+06	248000	525000	2.01e+06	801
1.07e+06	248000	525000	2.01e+06	799
1.08e+06	248000	530000	2.01e+06	784
1.09e+06	250000	530000	2.01e+06	781
1.1e+06	254000	530000	2.01e+06	780
1.12e+06	255000	530000	2.01e+06	779
1.13e+06	255000	540000	2.01e+06	763
1.14e+06	255000	540000	2.07e+06	758
1.15e+06	257000	540000	2.22e+06	754
1.16e+06	274000	540000	2.22e+06	751
1.17e+06	285000	543000	2.22e+06	746
1.18e+06	285000	547000	2.22e+06	730
1.19e+06	279000	543000	2.22e+06	730
1.2e+06	285000	543000	2.22e+06	729
1.21e+06	290000	555000	2.22e+06	724
1.22e+06	291000	555000	2.22e+06	723
1.23e+06	290000	555000	2.35e+06	711
1.24e+06	301000	555000	2.35e+06	706
1.25e+06	321000	555000	2.35e+06	702
1.26e+06	321000	555000	2.35e+06	701
1.27e+06	321000	555000	2.35e+06	696
1.28e+06	321000	568000	2.36e+06	679
1.29e+06	321000	568000	2.36e+06	677
1.3e+06	321000	568000	2.36e+06	671
1.31e+06	323000	568000	2.36e+06	670
1.32e+06	329000	568000	2.36e+06	667
1.33e+06	353000	581000	2.36e+06	654
1.34e+06	353000	581000	2.36e+06	653
1.35e+06	353000	581000	2.36e+06	649
1.36e+06	353000	581000	2.36e+06	648
1.37e+06	353000	581000	2.36e+06	647
1.4e+06	366000	593000	2.38e+06	626
1.41e+06	366000	593000	2.38e+06	625
1.42e+06	366000	593000	2.38e+06	622
1.46e+06	379000	606000	2.38e+06	605
1.47e+06	388000	618000	2.45e+06	587
1.49e+06	388000	618000	2.45e+06	586
1.51e+06	391000	618000	2.45e+06	584
1.53e+06	404000	631000	2.45e+06	569
1.54e+06	404000	631000	2.45e+06	567
1.55e+06	404000	631000	2.45e+06	565
1.56e+06	404000	631000	2.45e+06	564
1.57e+06	416000	644000	2.49e+06	545
1.58e+06	416000	642000	2.49e+06	545
1.59e+06	416000	644000	2.49e+06	543
1.6e+06	416000	644000	2.49e+06	542
1.61e+06	416000	642000	2.49e+06	541
1.62e+06	420000	644000	2.56e+06	517
1.63e+06	429000	656000	2.56e+06	516
1.65e+06	429000	656000	2.56e+06	515
1.66e+06	429000	656000	2.56e+06	512
