#Time	LowerQ	Median	UpperQ	Lines
2.39e+06	351000	1.03e+06	3.92e+06	1000
2.4e+06	351000	1.03e+06	3.92e+06	1000
2.41e+06	347000	1.03e+06	3.92e+06	1000
2.42e+06	337000	1.03e+06	3.92e+06	1000
2.43e+06	335000	1.03e+06	3.92e+06	1000
2.44e+06	335000	1.03e+06	3.92e+06	1000
2.45e+06	334000	1.03e+06	3.92e+06	1000
2.46e+06	330000	1.03e+06	3.92e+06	1000
2.47e+06	328000	1.03e+06	3.77e+06	1000
2.48e+06	324000	1.03e+06	3.77e+06	1000
2.49e+06	319000	1.03e+06	3.77e+06	1000
2.5e+06	315000	1.03e+06	3.77e+06	1000
2.51e+06	312000	1.03e+06	3.74e+06	1000
2.53e+06	309000	1.03e+06	3.74e+06	1000
2.59e+06	302000	1.03e+06	1.93e+06	1000
2.61e+06	302000	1.02e+06	1.93e+06	1000
2.62e+06	294000	1.02e+06	1.93e+06	1000
2.65e+06	294000	1.02e+06	1.93e+06	1000
2.66e+06	291000	1.02e+06	1.93e+06	1000
2.73e+06	288000	1.02e+06	1.92e+06	1000
2.74e+06	285000	1.02e+06	1.92e+06	1000
2.76e+06	284000	1.02e+06	1.92e+06	1000
2.77e+06	284000	1.02e+06	1.92e+06	1000
2.78e+06	277000	1.02e+06	1.92e+06	1000
2.79e+06	273000	1.02e+06	1.92e+06	1000
2.8e+06	272000	1.02e+06	1.92e+06	1000
2.81e+06	262000	1.02e+06	1.92e+06	1000
2.82e+06	249000	1.02e+06	1.92e+06	1000
2.83e+06	244000	1.02e+06	1.92e+06	1000
2.84e+06	237000	1.02e+06	1.92e+06	1000
2.85e+06	226000	1.02e+06	1.92e+06	1000
2.86e+06	168000	1.02e+06	1.91e+06	1000
2.87e+06	160000	1.02e+06	1.91e+06	999
2.88e+06	147000	1.02e+06	1.91e+06	998
2.89e+06	137000	1.02e+06	1.91e+06	998
2.9e+06	131000	1.01e+06	1.9e+06	991
2.91e+06	120000	1.01e+06	1.9e+06	987
2.92e+06	117000	1.01e+06	1.9e+06	985
2.93e+06	112000	1.01e+06	1.9e+06	985
2.94e+06	103000	1.01e+06	1.9e+06	983
2.95e+06	93100	1.01e+06	1.9e+06	983
2.96e+06	83600	1e+06	1.9e+06	983
2.97e+06	79000	1e+06	1.9e+06	983
2.98e+06	64600	1e+06	1.9e+06	982
2.99e+06	57400	999000	1.9e+06	982
3e+06	52000	994000	1.9e+06	981
3.01e+06	46800	982000	1.9e+06	979
3.02e+06	42800	948000	1.9e+06	977
3.03e+06	38200	824000	1.89e+06	973
3.04e+06	37600	764000	1.89e+06	961
3.05e+06	35400	703000	1.9e+06	947
3.06e+06	37800	684000	1.9e+06	931
3.07e+06	35400	583000	1.89e+06	911
3.08e+06	32000	536000	1.87e+06	892
3.09e+06	35200	537000	1.04e+06	870
3.1e+06	37600	643000	1.03e+06	836
3.11e+06	47400	771000	1.03e+06	797
3.12e+06	54000	816000	1.03e+06	771
3.13e+06	55000	933000	1.03e+06	733
3.14e+06	78900	986000	1.03e+06	695
3.15e+06	90200	995000	1.03e+06	658
3.16e+06	102000	998000	1.03e+06	630
3.17e+06	111000	999000	1.03e+06	609
3.18e+06	125000	1e+06	1.03e+06	586
3.19e+06	132000	1e+06	1.03e+06	563
3.2e+06	161000	1e+06	1.03e+06	537
3.21e+06	170000	1e+06	1.03e+06	528
3.22e+06	186000	1e+06	1.03e+06	514
3.23e+06	209000	1e+06	1.03e+06	505
