#Time	LowerQ	Median	UpperQ
0	7460	51300	125000
0.0046	7460	51300	125000
0.0205	9920	51300	125000
8.26	10400	51500	125000
9.54	10600	51600	125000
9.74	10600	51600	125000
11.4	10800	51600	125000
18.2	11000	51600	125000
19.7	11200	51600	125000
23.1	11200	51600	125000
30.4	11200	51600	125000
32.4	11200	51600	125000
34.1	11600	51600	125000
35.5	11700	52400	125000
36.5	11800	52400	125000
45.6	11800	52400	125000
48.4	11900	52400	125000
49.9	11900	52400	125000
54.9	11900	52700	125000
57.3	12000	53000	125000
57.7	12000	53000	125000
72.4	12100	53100	125000
75.6	12100	53300	125000
101	12200	53500	125000
107	12200	53500	125000
134	12300	54100	125000
143	12300	54100	125000
181	12300	54100	125000
185	12300	54100	125000
191	12300	54100	125000
203	12300	54100	125000
211	12200	54100	125000
218	12100	54100	125000
220	12100	54100	125000
223	12000	54100	125000
224	12000	54100	125000
227	11900	54100	125000
231	11900	54100	125000
235	11800	54100	125000
236	11800	54100	125000
237	11700	54100	125000
241	11200	54100	125000
242	11200	54100	125000
244	11200	54100	125000
245	11100	54100	125000
246	11000	54100	125000
249	11000	54100	125000
250	10600	51300	125000
251	10400	50700	125000
252	10100	49500	125000
253	10100	46900	125000
254	10100	46600	125000
256	9480	46200	125000
259	9050	46000	125000
260	8530	45600	125000
261	8410	44700	125000
262	8400	44600	125000
263	8370	43800	125000
264	8340	43700	125000
266	8290	43300	125000
268	8280	43000	125000
270	8280	42700	125000
271	8190	42200	125000
272	8190	42000	125000
273	8190	41900	125000
274	8190	41400	125000
275	8180	41400	125000
276	8180	41300	125000
277	8170	41100	125000
278	8150	40900	125000
279	8150	40600	125000
280	8150	40300	125000
281	8140	40100	125000
282	8120	40000	125000
283	8090	39300	125000
284	8070	38300	125000
285	8050	38200	125000
286	8050	38100	125000
287	8050	38100	125000
288	8050	37800	125000
290	8050	37800	125000
291	8040	36900	125000
292	8050	36900	125000
293	8040	36100	125000
294	8040	35300	125000
295	8030	34500	125000
296	8030	33600	125000
297	8030	33200	125000
298	8030	32600	125000
