#Time	LowerQ	Median	UpperQ
6110	7850	25000	31000
6120	7830	25000	31000
6130	7820	25000	31000
6140	7810	25000	31000
6150	7810	25000	31000
6160	7790	24900	31000
6170	7780	24900	31000
6180	7780	24900	31000
6190	7760	24900	31000
6200	7750	24800	30800
6210	7720	24800	30800
6220	7690	24800	30800
6230	7680	24800	30800
6240	7660	24800	30800
6250	7650	24700	30800
6260	7640	24700	30800
6270	7630	24700	30800
6280	7500	24700	30800
6290	7500	24700	30800
6300	7500	24700	30800
6310	7500	24700	30800
6320	7490	24600	30800
6330	7480	24600	30800
6340	7480	24600	30800
6350	7480	24500	30800
6360	7480	24500	30800
6370	7480	24500	30800
6390	7480	24500	30800
6400	7480	24500	30800
6410	7460	24500	30600
6420	7460	24500	30600
6430	7460	24400	30500
6440	7460	24400	30500
6450	7460	24400	30200
6460	7460	24400	30200
6470	7450	24400	30200
6480	7450	24400	30500
6490	7450	24400	30500
6500	7450	24400	30500
6510	7450	24300	30500
6520	7450	24300	30500
6530	7450	24200	30200
6540	7450	24200	30200
6550	7450	24100	30200
6560	7440	24100	29800
6570	7440	24100	29400
6580	7440	24000	29400
6590	7430	24000	29400
6600	7430	23900	29400
6610	7430	23800	29400
6620	7430	23800	29400
6630	7430	23700	29400
6640	7400	23500	29400
6650	7400	23400	29200
6660	7400	23300	29200
6670	7360	23200	29200
6680	7350	23000	29200
6690	7350	22700	29200
6700	7310	22200	29200
6710	7310	21800	29200
6720	7310	20300	29200
6730	7300	13600	29200
6740	7290	11100	29200
6750	7290	9710	29200
6760	7170	9370	29200
6770	7170	9170	29200
6780	7140	9000	29200
6790	7140	8810	29200
6800	7090	8620	29200
6810	7090	8490	29200
6820	7090	8350	29200
6830	7090	8290	28500
6840	6960	8230	28200
6850	6930	8170	28200
6860	6930	8130	28200
6870	6930	8100	28200
6880	6930	8090	28200
6890	6960	8070	28200
6900	6960	8040	28100
6910	6960	8040	28100
6920	6930	8020	28100
6930	6890	8010	27800
6940	6890	8000	27800
6950	6860	7990	27800
6960	6860	7990	27800
6970	6860	7980	27800
6980	6840	7970	27800
6990	6840	7970	27800
7000	6820	7960	27800
7010	6820	7960	27800
7020	6820	7960	27800
7030	6820	7950	27800
7040	6820	7950	27800
7050	6770	7940	27800
7060	6770	7940	27800
7070	6770	7940	27600
7080	6770	7940	27600
7090	6770	7930	27600
7120	6770	7920	27600
7130	6770	7920	27600
7140	6770	7920	27500
7150	6770	7910	27400
7160	6770	7910	27300
7170	6770	7910	27300
7180	6740	7910	27100
7190	6740	7910	27100
7200	6740	7900	27100
7210	6700	7900	26200
7220	6700	7900	26200
7230	6700	7900	26000
7240	6700	7890	26000
7250	6700	7880	25800
7260	6690	7870	25800
7270	6700	7870	25800
7280	6700	7870	25700
7290	6690	7870	25600
7300	6690	7870	25600
7310	6690	7860	25600
7320	6690	7860	25600
7330	6690	7860	25600
7340	6690	7860	25600
7350	6690	7860	25200
7360	6700	7860	25200
7370	6690	7850	25200
7380	6680	7840	25100
7390	6700	7840	25100
7400	6700	7830	25100
7410	6700	7830	25100
7420	6700	7820	25100
7430	6700	7820	25000
7440	6700	7820	25000
7450	6700	7810	25000
7460	6700	7810	25000
7470	6700	7810	24900
7480	6700	7800	24900
7490	6700	7800	24900
7500	6700	7800	24900
7510	6700	7800	24900
7520	6700	7790	24900
7530	6700	7790	24900
7540	6690	7790	24900
7550	6690	7780	24900
7560	6690	7780	24900
7570	6690	7780	24900
7580	6690	7780	24800
7590	6680	7780	24800
7600	6680	7780	24800
7630	6680	7780	24800
7650	6610	7780	24800
7660	6550	7770	24800
7670	6550	7770	24800
7680	6550	7770	24800
7690	6550	7770	24800
7700	6520	7770	24800
7710	6520	7770	24400
7740	6520	7770	23000
7750	6520	7770	22600
7770	6480	7760	22500
7780	6520	7770	22500
7790	6480	7760	22400
7800	6480	7760	22400
7810	6520	7760	22400
7820	6550	7760	22400
7830	6550	7760	22200
7850	6520	7760	22100
7860	6520	7760	22100
7900	6480	7760	22000
7920	6520	7760	22000
7940	6520	7760	21900
8020	6480	7760	21900
8030	6520	7760	21900
8070	6480	7760	21100
8090	6480	7760	18200
8100	6480	7760	18100
8110	6480	7760	14400
8120	6480	7760	14400
8150	6480	7760	14400
8180	6480	7760	13900
8200	6480	7750	13600
8220	6480	7750	13500
8240	6480	7750	13100
8250	6480	7750	12600
8260	6440	7750	12500
8270	6480	7750	12500
8280	6480	7750	12200
8290	6480	7750	11700
8320	6440	7750	11600
8330	6440	7740	11100
8430	6480	7750	11100
8440	6520	7750	11100
8490	6480	7740	11000
8660	6440	7740	10700
8710	6480	7740	10700
8780	6440	7740	10700
8810	6400	7740	10300
8860	6400	7740	10200
8930	6440	7740	10300
8960	6470	7740	10700
8990	6470	7740	10300
9030	6440	7740	10200
9040	6400	7740	10200
9180	6400	7740	10200
9220	6440	7740	10200
9250	6440	7740	10200
9480	6470	7740	10200
9570	6480	7740	10200
9710	6470	7740	10200
9720	6470	7740	10200
9770	6440	7740	10100
9880	6440	7740	10100
10100	6470	7740	10100
10200	6480	7740	10200
10300	6480	7740	10200
10500	6480	7740	10200
10600	6480	7740	10200
10700	6480	7740	10200
10800	6480	7740	10200
10900	6520	7750	10200
11000	6520	7750	10200
11100	6560	7750	10200
11200	6560	7750	10200
11500	6550	7750	10200
11800	6550	7750	10200
12000	6480	7740	10200
12100	6480	7740	10200
12300	6470	7740	10200
12400	6350	7730	10200
12500	6350	7730	10200
12700	6350	7730	10200
12800	6330	7730	10200
12900	6330	7730	10200
13000	6350	7740	10600
13100	6350	7740	11400
13200	6330	7750	11700
13300	6350	7750	11700
13400	6350	7750	11900
13500	6330	7760	12000
13700	6330	7760	12000
13800	6330	7760	12000
13900	6310	7760	12000
14000	6250	7760	12000
14100	6250	7760	12000
14200	6180	7750	12000
14300	6180	7750	12000
14400	6100	7750	12000
14500	6100	7750	12000
14600	5960	7750	12000
14700	5960	7750	12000
14800	5330	7740	12000
14900	4710	7730	12000
15000	4650	7730	12000
15100	4500	7730	12000
15200	4500	7730	12000
15300	4480	7730	12000
15400	4480	7730	12000
15500	4170	7730	12000
15600	4000	7730	12000
15700	4000	7730	12000
15800	4170	7730	12000
15900	4000	7730	12000
16000	4000	7730	12000
16100	4640	7730	12000
16200	4640	7730	11900
16300	4850	7730	11900
16400	5030	7730	11900
16500	5140	7730	11900
16600	5160	7730	11900
16700	5480	7740	11900
16800	5760	7740	11900
16900	6100	7740	11900
17000	6310	7750	11900
17100	6520	7750	11900
17200	6680	7760	11900
17300	6700	7760	11900
17400	6810	7760	11900
17500	6830	7760	11900
17600	6880	7760	11900
17700	6900	7760	11900
17800	6960	7760	11900
18000	7000	7770	11900
18100	7020	7770	11900
18200	7070	7770	11900
18300	7090	7770	11900
18400	7150	7780	11900
18500	7160	7780	11900
18600	7190	7780	11900
18700	7200	7780	11900
18800	7200	7780	11900
18900	7210	7780	11900
19000	7210	7790	11900
19100	7210	7790	11900
19300	7200	7790	11900
19400	7190	7790	11900
19500	7180	7780	11900
19600	7160	7780	11900
19700	7150	7780	11900
19800	7150	7770	11900
19900	7140	7770	11900
20000	7140	7770	11900
20100	7130	7770	11900
20200	7130	7760	11900
20300	7130	7760	11900
20400	7040	7760	11900
20500	7030	7750	11900
20600	7010	7750	11900
20700	7010	7750	11900
20800	6970	7740	11900
20900	6920	7730	11900
21000	6860	7730	11900
21100	6790	7730	11700
21200	6780	7730	11700
21300	6740	7720	11600
21400	6700	7720	10800
21600	6660	7720	10100
21700	6650	7710	9680
21800	6610	7710	9580
21900	6530	7710	9560
22000	6530	7710	9400
22100	6490	7700	9240
22200	6490	7700	9170
22300	6490	7690	9160
22400	6460	7690	9150
22500	6420	7690	9140
22600	6390	7690	9060
31900	6390	7690	9040
32100	6390	7690	9040
32300	6390	7690	9040
32400	6390	7690	9040
32500	6390	7690	9040
32600	6390	7690	9040
32700	6390	7690	9040
32800	6390	7690	9040
32900	6390	7690	9040
33000	6390	7690	9040
33100	6390	7690	9040
33200	6390	7690	9040
33300	6390	7690	9040
33400	6390	7690	9040
33500	6390	7690	9040
33600	6390	7690	9040
33700	6390	7690	9040
33800	6390	7690	9040
33900	6390	7690	9040
34000	6390	7690	9040
34100	6390	7690	9040
34200	6390	7690	9040
34300	6390	7690	9040
34400	6390	7690	9040
34500	6390	7690	9040
34600	6390	7690	9040
34700	6390	7690	9040
34800	6390	7690	9040
34900	6390	7690	9040
35000	6390	7690	9040
35100	6390	7690	9040
35200	6390	7690	9040
35300	6390	7690	9040
35400	6390	7690	9040
35500	6390	7690	9040
35600	6390	7690	9040
35700	6390	7690	9040
35800	6390	7690	9040
35900	6390	7690	9040
36000	6390	7690	9040
36100	6390	7690	9040
36200	6390	7690	9040
36300	6390	7690	9040
36400	6390	7690	9040
36500	6390	7690	9040
36600	6390	7690	9040
36700	6390	7690	9040
37100	6390	7690	9040
37200	6390	7690	9040
